x,y
436,52.08043502689902
437,52.5807693576631
438,52.68826125470053
439,51.337425935248426
440,52.73409491881759
441,52.69252687696071
442,50.166864954860316
443,51.01600469763456
444,50.3938488631445
445,50.89027283021012
446,52.5533217594529
447,50.66445297241964
448,51.30152230841475
449,51.65003073429763
450,50.323982336750056
451,51.88968453589466
452,50.521114727738826
453,50.309365226281315
454,52.07106272629753
455,50.81469759279184
456,50.104301063128766
457,52.09969319623655
458,51.553021030487244
459,51.52079259288202
460,51.51443497190399
461,52.53638453424092
462,50.343967844910665
463,50.87294163191953
464,51.9258647568275
465,52.739299121495726
466,51.9533984007901
467,50.344374006346015
468,50.37333914873679
469,50.393495371060666
470,50.686513224886944
471,52.352908868718075
472,50.561294456537524
473,52.874018986306176
474,52.75478221910991
475,51.281520853728665
476,51.52587996974614
477,50.68331334889082
478,51.686473368934166
479,51.8642307434859
480,50.25770455686429
481,51.179868110046165
482,52.74324955178651
483,51.289114691061755
484,52.03160804283016
485,52.7385665062677
486,50.482310687202116
487,50.98634237721985
488,52.08137407118811
489,50.27710910191424
490,52.09038152509041
491,50.537669071289066
492,51.951162408833085
493,50.57737693445786
494,51.78319639157199
495,50.24469567496851
496,52.167830302114574
497,51.43955525647963
498,50.00187371648046
499,50.85314694265157
500,50.57253047487805
501,51.7023989211986
502,52.5877217035113
503,52.12285834687136
504,50.463039461718196
505,50.323363997278804
506,50.305621053695766
507,50.53756329712515
508,52.38371665433396
509,52.782526064430165
510,51.8107585502412
511,51.96221249582363
512,52.12819629049435
513,51.37760327904518
514,51.72218267256037
515,50.13369335746913
516,52.333477741591324
517,51.51712047062539
518,50.72608286594546
519,51.17997362578082
520,51.7051471148852
521,52.38280845862897
522,50.9558763659056
523,51.174793627513026
524,52.882260841306135
525,50.29160987137535
526,52.33510185654753
527,51.28699272919234
528,50.32327191434086
529,51.25930269652846
530,50.251265444181016
531,50.10424616436815
532,51.464191550358215
533,51.280912955422124
534,52.340196984008
535,51.700337902331356
536,52.83354138943803
537,50.43126383985558
538,51.85285318710697
539,51.10172981346397
540,50.064788333057244
541,51.87003386328619
542,51.64627903683364
543,52.19163439212196
544,52.887472855445
545,50.6211052669166
546,52.77881316519731
547,50.34381023258559
548,51.68889771879025
549,50.96105112853947
550,52.2254770198166
551,52.12458230632538
552,52.59077170436737
553,50.93534405529193
554,52.41301909659412
555,50.34452547980078
556,52.37942804351619
557,52.62592997690918
558,50.1485479567643
559,50.93477081642887
560,50.736760777312384
561,50.55052978814519
562,50.20633902555035
563,50.38099743293058
564,51.681752333556624
565,51.42359817912961
566,52.82988705899315
567,50.77913613645282
568,50.17183105328268
569,50.10528276668969
570,52.14849075508338
571,52.10481280303596
572,50.13329692159538
573,50.00619955615813
574,52.893927497413614
575,52.326681432408456
576,50.89882020034625
577,50.94811744458388
578,50.945458182899024
579,52.42377348733927
580,51.33312240145428
581,52.69203038721625
582,51.29944269904644
583,51.05185443426209
584,50.549758327522646
585,51.6786865198771
586,50.05128661524007
587,50.97830975660545
588,50.83490381380157
589,50.06492732877533
590,51.75781833858054
591,51.9158252367313
592,51.987917234971555
593,50.76358688049089
594,51.7040915634078
595,52.11422642587917
596,52.46126555110503
597,52.61939639465752
598,50.683597469890884
599,50.55195793796731
600,52.156083230654325
601,51.88609946853424
602,50.38525426159556
603,50.64101937674993
604,51.31181858710666
605,50.15928876995691
606,50.318875689817766
607,51.05765715959171
608,51.076000102479334
609,51.85990040223007
610,52.61665775622437
611,50.69215788578119
612,52.37781525673704
613,50.99638604686166
614,51.21503080172431
615,50.885396772303494
616,52.34785186218005
617,52.613901026817516
618,51.39613333004073
619,52.32482887790313
620,51.10476483228602
621,52.782574725387114
622,50.470618192934445
623,52.845362450801915
624,50.98127720507136
625,51.94578587662436
626,52.26813558004834
627,50.73891833247653
628,50.21552491217286
629,51.29747320723896
630,51.25642906698246
631,51.698565158987066
632,52.24107923987492
633,51.15517970786547
634,50.503185630042665
635,51.49738027281207
636,51.74593556849029
637,51.802219823105375
638,52.261555549451145
639,51.77396021149625
640,52.43169583007962
641,51.063315976527605
642,51.10573130444775
643,52.899714863835484
644,52.80964583747222
645,52.05027729899051
646,51.242437042285474
647,52.78304695553317
648,50.60417592145822
649,51.166481892523805
650,50.83855974984559
651,51.18550860216258
652,51.0349130081801
653,51.856903635811925
654,52.414235374319844
655,52.04893137715252
656,52.58818019461412
657,51.833510420137564
658,50.60445592047454
659,51.116615883519586
660,51.09612190106845
661,51.60354930359473
662,52.03517881566512
663,51.23419008052943
664,51.04402514336331
665,50.86629552985017
666,52.26778929357597
667,52.124093798679205
668,50.40149211644186
669,50.6673934516524
670,52.316960494901984
671,51.18554553423774
672,52.05422359821602
673,52.301892456389524
674,52.67981097123113
675,52.731015261303845
676,52.8172447719535
677,50.144822560973026
678,50.16751106627242
679,52.35731668511113
680,51.94317802119451
681,51.26817935619775
682,50.97603078025457
683,50.565088511649506
684,50.83259699106856
685,52.02060438459211
686,52.680497042916805
687,50.947572678160455
688,51.30871766146748
689,50.00847220555963
690,50.510269873164724
691,50.94511372334756
692,50.494690256142505
693,52.112304165617665
694,51.682395889700594
695,52.58222682777687
696,50.299955051584284
697,51.343725308658556
698,51.235794154403294
699,50.733860314306504
700,52.701328307369394
701,50.087080873534845
702,51.34487216615764
703,51.790179961173
704,51.75200639511896
705,51.60412056992019
706,51.062239550925845
707,50.238180961751645
708,51.21147179340563
709,52.69708759882494
710,50.96294807961882
711,51.71588840000167
712,50.092720117287385
713,50.0911287768794
714,50.17858589000008
715,50.062651667623406
716,51.44914814487406
717,52.32431264784487
718,50.46931642693509
719,52.4802915487821
720,51.500321231701164
721,51.06385270987521
722,51.47288659535559
723,51.43028486599192
724,50.774262085824105
725,51.80088649172646
726,51.25883311567518
727,50.59714973145901
728,50.15689767436651
729,50.695457263137754
730,51.09593301388373
731,52.01787378213977
732,51.48015362118512
733,51.27079520428264
734,51.822719723408035
735,52.53157338051001
736,50.57261433936828
737,50.58146968807048
738,52.19471365857418
739,51.796355575767016
740,50.304046445159365
741,50.96761400565898
742,51.119985903566686
743,52.15361604235433
744,50.744241475620086
745,52.03528815589447
746,51.02413771767229
747,50.396377322803794
748,51.13638747942811
749,50.33415840258394
750,51.81133839622011
751,50.40710277508537
752,51.92403898291908
753,50.790605305078756
754,50.99176305159201
755,52.421443107922705
756,50.57219428733897
757,52.5003316204629
758,52.86449628067976
759,51.28863018161487
760,52.05181859418305
761,51.95042795359892
762,52.51794706989941
763,50.473333285592325
764,52.685765136043194
765,50.91370303083997
766,52.871087793570915
767,50.3593660489462
768,52.35941678891886
769,52.16937745311559
770,50.71642400810521
771,50.80412657321254
772,52.10650609112038
773,51.96066705856681
774,50.2253608456297
775,51.86736038572975
776,51.9827132018129
777,52.88417466991468
778,52.495413342015105
779,52.49194830453252
780,52.522965851475504
781,50.57177114320104
782,50.04032626313477
783,51.962549174068926
784,50.21923167751495
785,51.677499373564906
786,51.07841610900678
787,50.34660922835778
788,52.27916158805505
789,52.54697313273324
790,51.826532323704015
791,50.555987346639206
792,50.1793361598439
793,51.97013418697366
794,50.00511453707013
795,51.286069230367964
796,51.85796705381847
797,50.74741752365669
798,51.48337134513239
799,50.31878841077304
800,52.67851482837237
801,50.35779301206718
802,50.759547077001365
803,52.1079622148098
804,50.670385565113534
805,51.242214127931085
806,52.54981702328392
807,51.852930907938514
808,51.40366428480013
809,50.561227072698145
810,52.14874883948689
811,51.93047293009125
812,51.412026492279324
813,52.79669642724659
814,51.57046655600115
815,52.21502006222524
816,50.24793309573172
817,52.652458955382855
818,52.10665167874285
819,51.03862481995279
820,52.107548440061436
821,50.841519819278666
822,52.473437005116374
823,51.42875950574657
824,50.84738378137492
825,52.84428519037775
826,50.401013302337056
827,52.884473920361195
828,51.32958997731961
829,50.771986295751596
830,52.80644078993739
831,52.588141802397246
832,50.56088005094759
833,52.4125824409353
834,50.56558657818291
835,51.57917222536214
836,50.80418548125178
837,52.80274955382589
838,51.89188522313161
839,50.359119533952175
840,51.67953458334559
841,51.16096720158414
842,52.79593511072922
843,51.87665170141658
844,50.65237628141185
845,52.871553158406904
846,52.17405958520566
847,50.87980380591758
848,50.85148058651145
849,51.93185861720252
850,51.524694149513515
851,50.2711508150726
852,50.424745049272055
853,51.10308632441482
854,51.925600164626516
855,52.00602377440697
856,51.764972375464716
857,51.03343983202033
858,51.93371862089087
859,52.60681616599386
860,52.83101102801537
861,51.913304492918655
862,51.60219433705446
863,50.369304402090194
864,51.20523847044292
865,51.528588108352366
866,50.93483585119864
867,52.53660673341554
868,52.416960054807845
869,51.24929909988998
870,51.41848038873887
871,50.85523493165939
872,50.45367004610512
873,50.06300596580077
874,51.62096561910547
875,50.65098946079621
876,51.37616956301389
877,50.85941541010032
878,51.90242795757071
879,51.69444893570575
880,50.822516653408506
881,52.07485969512752
882,52.10295176588705
883,52.153429298451904
884,51.60123855361282
885,50.33924407420585
886,52.820212486333
887,51.03194890825545
888,50.82082079857051
889,50.02040474527821
890,51.931354731458725
891,52.14700055810139
892,52.36764312966865
893,50.41539061938531
894,50.22322682243738
895,50.63656114797308
896,50.65285104409259
897,50.94420304156443
898,51.23665478201926
899,52.6620201920194
900,51.83649785667458
901,52.64227500925983
902,50.33679196924189
903,51.946520963198516
904,50.86034686053679
905,51.933811782195086
906,50.406214576066986
907,52.28519307889018
908,50.11415845698758
909,51.18980563502217
910,50.58532458448617
911,51.26644303949948
912,50.34416361111065
913,52.03125637233461
914,51.47373408085158
915,51.580955558883
916,52.10453328717339
917,50.4385706473247
918,52.76970819167683
919,51.641421992457886
920,50.1786650906843
921,51.03623452728008
922,50.29056427631983
923,52.83651695184912
924,51.83020195924116
925,51.810490288865864
926,51.65379326793709
927,51.71256045961525
928,51.3177058172372
929,51.577243408269815
930,50.7801235731136
931,50.26172130407774
932,51.89278064514185
933,52.766361262641404
934,51.20412550613234
935,51.71349142613228
936,52.100244214949484
937,52.82325897625341
938,50.25477157676301
939,52.158506649809325
940,50.35641079284062
941,51.92352119281358
942,51.37961402531523
943,51.34937450615675
944,52.05092142487715
945,51.29941558603403
946,50.19811076743883
947,51.48188719562532
948,51.424062189699264
949,50.91618643201169
950,50.18193796935082
951,52.779863906085126
952,51.253224992588244
953,52.86195361219838
954,52.46924396631749
955,51.432916802379474
956,52.52318502471028
957,52.23214371157156
958,51.23419161868208
959,51.90948231846264
960,50.80895829632024
961,51.661797589620555
962,52.06716630739258
963,52.55077553093057
964,52.554888683799796
965,51.625391639928246
966,51.65506681524128
967,50.281846250076185
968,51.14005678751558
969,51.762913335595115
970,51.01131852151723
971,50.665033498688594
972,52.76316096799642
973,52.02387469169722
974,50.986496866822826
975,50.4491625796093
976,52.4530766363968
977,51.187261791695676
978,51.45481233977145
979,52.545371247258224
980,52.22910183350417
981,52.355431075300125
982,50.80572143349709
983,52.65030852257956
984,51.95183853180753
985,51.707523461641564
986,51.157113813046884
987,52.471710543256165
988,51.31759191743083
989,50.387848571920294
990,52.55675739856745
991,52.46279033797583
992,52.446351629063884
993,50.679591832366164
994,50.97673322949999
995,52.886333748464445
996,52.735554309405565
997,50.06402404013359
998,50.47034291804061
999,51.966982380459825
